Couplet,Poet
"ڪَڏِهن پِئَجي ڪَنُ ٿِي، ڪڏهن ٿِيجي واتُ،
ڪَڏِهن ٿِيجي ڪاتُ، ڪَڏِهين ٿِيجي ٻَڪَرو.",Shah Abdul Latif Bhitai
"ڪَٽارو ۽ ڪوسُ، اَڱڻِ آرِيءَ ڄامَ جي،
دِيَتَ آهي دوسُ، ماَرڳَ ۾ مُيَنِ جي.",Shah Abdul Latif Bhitai
"ڪامُون مُڇيجاهُ، گَهِڻُيون گُهرِجَنِ آن،اوٺِيا!
هي وَڻَ نَه لَهَنداهُ، هُو وَڻَ اوڏاهِين گَهڻا.",Shah Abdul Latif Bhitai
"اَکِيُون لَٽَ اوراٽِيُون، ڪنهن پَرِ ڪَڙِيان پيرُ،
لَٽَ لاهِيندو ڪيرُ، مُون جيهِي مَعذُورِ کي.",Shah Abdul Latif Bhitai
"اَکِيُون آريءَ ڄامَ جِون، آهِينِ اَنڌِيءَ ساڻُ،
پَسِي ڪَندِيُون پاڻُ، پيشانِي پُنهُونءَ جي.",Shah Abdul Latif Bhitai
"سَڏَ مَ ڪَرِ سَڏَنِ ري، هَلَڻَ رِيءَ مَ هَلُ،
جَلَڻَ ريءَ مَ جَلُ، روئَڻَ رِيءَ مَتان رُئين.",Shah Abdul Latif Bhitai
"سَدا پُڇُ مَ سهڻي! اونداهِيءَ اَڌ راتِ،
پِريان ڏي پِرڀات، وانءُ ڏيٺاريٖ ڏينهن کي.",Shah Abdul Latif Bhitai
"صَدا! وِڌِيَمِ سُورَ جِي، اَڳِيان ڪوهِياريٖ،
جو نِجَسَ نِکاريٖ، سو پُنهُون وِڌُمِ پاندَ ۾.",Shah Abdul Latif Bhitai
"سَسُئِيءَ کي سَڏُ ٿِيو، آسان اولاڻُو،
پَنڌ نَه پُڄاڻُو، اَڻَ ڪوٺِي ڪانه ڪَري.",Shah Abdul Latif Bhitai
"پَسو! پَراوَنِ، سُورَنِ آڏِي سَسُئِي،
پَرايا پنهنجن، وِجَهنِ ويچارِيءَ تي.",Shah Abdul Latif Bhitai
"مُنڌ نَه مَنجهان تَنِ، پَسِي لَڪَ لُڏَنِ جي،
جا پَرِ کاهوڙِيَنِ، سا پَرِ سِکِي سَسُئِي.",Shah Abdul Latif Bhitai
"سائِرَ ٻوڙِي سهڻي، نَه ڍوري، نه ڍَنڍَ،
اَکين مَنجِهه اُڪَنڊَ، مُيائِي ميهار ڏي.",Shah Abdul Latif Bhitai
"ڪُتا کِيَنَئِي ڪيچَ جا، سَندا جي پُنُهونءَ،
اَگهيٖن هوند اَسونهَن، جي جانارَنِ يادِ پُئين.",Shah Abdul Latif Bhitai
"تَنِ پيئِي جانارَنِ ياد، جي پارِيلَ پُنهُونءَ ڄام جا،
سَندِي لالَنَ لاڌ، مُئِيان پوءِ مُنڌَ ٿِئٖي.",Shah Abdul Latif Bhitai
"نَه ڪِين آهِيُون چُوهَڙا، نَه ڪِي آهِيُون چورَ،
هنگامان ۽ هورَ، ڪُتا! ڪَرِييٖن ڪَنِ تي؟",Shah Abdul Latif Bhitai
"ڪُتو چـٖي قَرِيبَ جا، آهِيُون ساڌَ سَهِي،
پِهرِين بات بَهِي، پُڇُون پوءِ پانڌِيَنِ کي.",Shah Abdul Latif Bhitai
"ڪُهين، ته آپُ ڪُهُه، ڏَسِ مَ چُوهَڙِيان،
سَندا آهيڙِيان، آن نه سَهَندِي هَٿَڙا،",Shah Abdul Latif Bhitai
"ڪُتو طالِبُ ڍُونڍَ جو، اَسين ڪُتي ڪِيڙَ،
چَهُٽِي آهي چِيڙَ، ڪارايي جي ڪَنَ ۾.",Shah Abdul Latif Bhitai
"ڪُتو ڪُرِٽي هَڏِيُون، جُوان مَڙدُ جِڳِرُ کاءِ،
اَلدُنِيَا جِيفَہ وَ طُلاّبُهَا کِلَاب، ايئن هِنئين سين لاءِ.",Shah Abdul Latif Bhitai
"ساهَڙُ سُڪيءَ ۾ ٿِيو، پاڻيءَ مَنجِهه پُنوههُ،
سَندو ڪَچَ ڪُنو، تارِ تَرَندو ڪيتَرو؟",Shah Abdul Latif Bhitai
"ڏُکِيءَ ڏَمَرُ ناههِ، بُکِيءَ کِلَ نَه اُڄَهي،
اُگهاڙِيءَ وِهانءُ، وِيو ويچارِيءَ وِسَرِي.",Shah Abdul Latif Bhitai
"اَدِيُون! وَرُ اُگهاڙَ، وِهانءُ جنهن وِسارِيو،
جيڏِيُون! ڇَڏي جاڙَ، سَڀِ نَنگيُون ٿِي نِڪَرو.",Shah Abdul Latif Bhitai
"سَڀَ نَنگِيُون ٿِي نِڪَرو، لالَچ ڇَڏي لوڀَ،
سُپيرِيان سين سوڀَ، نِنڊُون ڪَندي نه ٿِئـٖي.",Shah Abdul Latif Bhitai
"سَڀِ نَنگِيُون ٿِي نِڪَرو، پَڙهَڻَ ڇَڏي پوءِ،
مُنهَن مِڙَنِئان هوءِ، ڪَهـٖي جا ڪِينَ کَڻِي.",Shah Abdul Latif Bhitai
"ڪَهـٖي جا ڪِينَ کَڻِي، پِرِينءَ پَهُتِي سا،
وِهـٖي ويڙِهجِي جا، وَصلُ تنهن وِڃائِيو.",Shah Abdul Latif Bhitai
"وَصلُ تنهن وِڃائِيو، سِينڌِ سُرمي سِيئن،
سا لُوٺِي لِيلا جيئن، مَڻيو جنهن مِٽُ ڪيو.",Shah Abdul Latif Bhitai
"هُوندِئان هوتُ پَري، اوڏ آ اَڻَ-هُوندِ کي،
ساجَنُ تَنِ سَري، ’لا‘ سين لَڏِينِ جي.",Shah Abdul Latif Bhitai
"هورِنِ هاڙهو لَنگِهيو، ٿِيءُ جَرِيدِي جوءِ!
هُوندِ جَنِين سين هوءِ، هوتَ نَه هُوندو تَنِ سين.",Shah Abdul Latif Bhitai
"هورِنِ هاڙهو لَنگِهيو، مُٺِي! مُوسَٽُ ڇَڏِ،
’لا‘ سين اُٿِي لَڏِ، ’ڪِينَ‘ رساڻـٖي ڪيچَ کي.",Shah Abdul Latif Bhitai
"هورِنِ هاڙهو لَنگِهيو، ڳورِيُون پاسي ڳوٺِ،
ڪيچِ تَنِين کي ڪوٺَ، ’ڪِينَ‘ جَنِين جي ڪَڇَ ۾.",Shah Abdul Latif Bhitai
"هورِنِ هاڙهو لَنگِهيو، ڳَورِيُون ٿِيُون ڳَمَنِ،
هاڃـٖي تنهن هَڄَنِ، ڌاران سِڪَ، سَيّدَ چـٖي.",Shah Abdul Latif Bhitai
"نه ڪا هِتِ نه هُتِ، ڪا ڳَورِيءَ سَندِي ڳالِ،
ڪِينَ پَهُتِي مالِ، حالِ پَهُتِي هوتَ کي.",Shah Abdul Latif Bhitai
"سانوَڻَ لَهَرِيُون، ٿَرَ وارِي، تَرِ وارَ،
اِنِهان ئِي اَپارَ، مُون سين ڀَلـٖي ڀال ڪِيا.",Shah Abdul Latif Bhitai
"وَڌو ڪِيمَ، وَڻاههُ! اُونچا ڏُونگَرَ! مَ ٿِيو،
ٽِمو مَ، نيڻاههُ! تَه پيرُ نِهارِيان پِرِيَنءَ جو.",Shah Abdul Latif Bhitai
"جُتِي سي پائِيندِيُون، جَنِين پيرَ پِرِين،
لاٿِيون سَڀِ پَرِين، سَسُئِيءَ سُپِريَنِ کي.",Shah Abdul Latif Bhitai
"نه مُون نانَاڻِئان کَٽِيو، نه ڪِي ڏاڏاڻِئا،
پِرِيَنِ جي پارا، مُون سين وَڏائِي وَڙَ ٿِيا.",Shah Abdul Latif Bhitai
"مَرِي جِيءُ ته ماڻِيين، جانِبَ جو جَمالُ،
ٿِيين هوند حَلالُ، جي پَندِ اِهائِي پارِييٖن.",Shah Abdul Latif Bhitai
"مَرُ ته موچارِي ٿِييٖن جِيئَڻ آڏو جَتَ،
هارِي! ڪَرِ هِمَتَ، تَه ڏيئِي دَمُ، دوسُ لَهِين.",Shah Abdul Latif Bhitai
"مَرُ ته موچارِي ٿِييٖن، ويهِي جِيءُ مَ، جوءِ،
مُنڌَ! مَرَڻان پوءِ، پَهُچَندِينءَ پُنهُونءَ کي.",Shah Abdul Latif Bhitai
"اَجَلان اَڳي، سَسُئِي! مُنڌَ جِيَئرِيائِي مَرُ،
ٽولِيان تنهن مَ ٽَرُ، جنهن رُوحُ وِڃايو راههَ ۾.",Shah Abdul Latif Bhitai
"مَرَڻان اَڳي جي مُئا، سي مَرِي ٿِينِ نه ماتِ،
هوندا سٖي حَياتِ، جِيئَڻان اَڳـٖي جي جِيا.",Shah Abdul Latif Bhitai
"جيئڻان اَڳي جي جِيا، جُڳِ جُڳِ سي جيئَنِ،
اوءِ موٽِي ڪِينَ مَرَنِ، مَرَڻان اَڳي جي مُئا.",Shah Abdul Latif Bhitai
"اُونچو اُتاهُون گَهڻُو، جيئڻَ کي جَبَلُ،
مَرَڻَ! مُون سيٖن هَلُ، تَه پُٺِيءَ تو پَنڌُ ڪَرِيان.",Shah Abdul Latif Bhitai
"تو سَڱُ، ساهَ گَهڻَنِ سين، جِيئَڻَ! گوشٖي جاءُ،
مَرَڻَ! مُون سين آءُ، تَه پُٺِيءَ تو پَنڌُ ڪَرِيان.",Shah Abdul Latif Bhitai
"تو سامائي سَسُئِي! مَرَڻُ ڪِيو مُردارُ،
ڪُپَرِ سين ڪوهِيارُ، لُوٺِي! تو لَڄائِيو.",Shah Abdul Latif Bhitai
"پَرِ ۾ پَچِي پِرِينءَ کي، مَرِي نه ڄاتوءِ،
’مُوتُوا‘ مُنڌَ نه سوءِ، ڪَنڌُ ڪُڄاڙِيان ڪاٽِييٖن؟",Shah Abdul Latif Bhitai
"توڻي وِلاڙُون ڪَرين، توڻي هلٖين وِکَ،
لِکِيي منجها لِکَ، ذَرو ضايَع نه ٿِيي.",Shah Abdul Latif Bhitai
"لِکِيو جو نِراڙِ، سو اَنگُ ڪِياڙِيءَ نَه ٿِئـٖي،
پارِيو ويٺِي پاڙِ، جيڪِين لالَنَ لِکِيو لوحَ ۾.",Shah Abdul Latif Bhitai
"جِتـٖي جـٖيتَرِيُون، لِکِيُون لوحَ قَلَمَ ۾،
تِتي تيٖتَرِيُون، گَهڙِيُون گهارَڻُ آئِيُون.",Shah Abdul Latif Bhitai
"پَنڌ نه پَنڌَنِ جيتَرو، ڪيئن سُڄَندِي ڪِيھَ؟
جيڪَرَ ڪَرِيان رِيهَه، پَرَ چوندا مُنڌَ چَرِي ٿِئِي.",Shah Abdul Latif Bhitai
"چُونِمِ مَرُ، ’چَرِي ٿِئِي‘، پَرَ جي سَڏُ سُڻِينِ،
مَرُ مُنهِين کي ڏِينِ، ماڙهُو اَچِيو مِيهَڻا.",Shah Abdul Latif Bhitai
"ماڙهُو ڏيئِي مِيهَڻا، مُون کي ڪَندا ڪوههُ؟
جنهن ڇورِيءَ ۾ ڇوه، سا پِٿُون ٿِيندِي پيرَ تي.",Shah Abdul Latif Bhitai
"جيٖڪِين ميڙِ مُٺِيَ کي، جيڪِين مُٺِيءَ مارِ،
ڏُکِيءَ کي ڏيٖکارِ، هيڪَرَ هوتُ اکين سين.",Shah Abdul Latif Bhitai
"ڏُکِي ٿِي ڏَڌورَ، لَهَسِي لَنئون پُنهُونءَ جي،
ڏيٖئي آڳ اَتور، سَڀَ نهَ کانئـٖي سَسُئي.",Shah Abdul Latif Bhitai
"ڏُکِي! ڏِکَ وِسارِ، سٖيجَ ڦِٽِي ڪَرِ، سَسُئِي،
پَٽِييٖن پيرُ نِهارِ، تَه آرِياڻِي اُتان لَهيٖن.",Shah Abdul Latif Bhitai
"ڏُکِي! ڏُکُ مَٿـٖي ڪَري، وانءُ ڇَپَرِ پيٖهِي،
گَڏِبَئِي ڏيٖهِي، سُوڌِيُون ڏِيندَءِ خَبَرُون.",Shah Abdul Latif Bhitai
"ڏُکِيءَ ڏِيهاڻِي، مُٺِيءَ مَٿي هَٿَڙا،
تنهن پَرِ نه کاڻِي، جنهن پَرِ جِئـٖي، جيڏِيون!",Shah Abdul Latif Bhitai
"هَر دَمُ هوتَ پُنهُونءَ جو، ڏِسَڻُ ڀانئج ڏِکَ،
وَرُ پُنهُونءَ ساڻُ پَلَڪَ! ٻَنِ ٻارهن وَرِهَيه ٻِيَنِ سين.",Shah Abdul Latif Bhitai
"ڏُکِيءَ سَندِيُون ڏُونگَرين، وَڻَ ٽِڻَ وايُون ڪَنِ،
وَٽان ويهِي جَنِ، وَڍِيءَ سي واڍوڙِيا.",Shah Abdul Latif Bhitai
"وَڍِيءَ سي واڍوڙِيا، رَتُ نه ڏِٺو جَنِ،
مَوتُ قَبُولِيو تَنِ، ڏِٺو جَنِ ڏُکِيءَ کي.",Shah Abdul Latif Bhitai
"ڪنهن جنهن ڏُکا ڏيٖ، پارانڀا کي پانڌِييٖن،
سُورَ ڀَرِيائِين سٖي، ڳالِهه ڪِيائِين جَنِ سين.",Shah Abdul Latif Bhitai
"ڪو جو وَڍِيءَ وَڍُ، جيئن وِڻَ وَڍِيائِين وَڍَ سين،
ڏُکُ ڏُکِيءَ کي ڏَڍُ، جَنِ ڏِٺِي سي ڏُکِيا ٿِيا.",Shah Abdul Latif Bhitai
"وَڍيَلِ ٿِي وايُون ڪَري، ڪُٺَلِ ڪُوڪاريٖ،
هُنَ پَنَ پنهنجا سارِيا، هِيءَ هَنجُون هَڏَنِ لئـٖي هاريٖ.",Shah Abdul Latif Bhitai
"ڏُکِيءَ توءِ ڏُڪارَ، توڻٖي وَسَنِ مينهَڙا،
صاحِبَ هَٿِ سُڪارُ، هِنَ وَسِ آهِينِ هَٿَڙا.",Shah Abdul Latif Bhitai
"ڏُکِيءَ توءِ ڏُڪارَ، سيڻَنِ ڏيهُه سُڪارِيو،
ٻاروچاڻُو ٻارُ، سَڀوئِي سُواءَ سين.",Shah Abdul Latif Bhitai
"آئُون نَه گَڏِي پِرِينءَ کي، ٿورا ڏينهن ٿِيا،
راتيٖن روزَ وِيا، عَبَثُ آرِيءَ ڄامَ ري!",Shah Abdul Latif Bhitai
"آئُون نَه گَڏِي پِرِينءَ کي، سَهسَيٖن سِڄَ وِيا،
هَلَڻَ ويرَ هِئا، ديٖکٖي شالَ دَمُ ڏِيان!",Shah Abdul Latif Bhitai
"وِلاڙِيو وَڻين چَڙهي، رَئِي پَسِيو روءِ،
”وِچان جو وِچُ پوءِ، سو ڪنهن پَرِ ڪَهِي لاهِيان!“",Shah Abdul Latif Bhitai
"وِلاڙيون وَڻيٖن چَڙهي، اُونچَنِ مَٿي اَڄُ،
لالَنَ ڪارَڻِ لَڄُ، باسِيائِين بردارَ جو.",Shah Abdul Latif Bhitai
"وِلاڙِيو وَڻيٖن چَڙهي، ڏِيو پَٽولي لانگَ،
ٽارِيءَ ٽارِيءَ ڇانگَ، سَسُئِي مورَ ٻَچَنِ جيئن.",Shah Abdul Latif Bhitai
"وِلاڙِيو وَڻين چَڙهـٖي، ڏاڍو ڏوريٖ ڏُورِ،
سُپيٖرِيان جي سُورِ، پَري پَڙاڏا ڪَري.",Shah Abdul Latif Bhitai
"پَريٖ پَڙاڏا ڪَري، اوريٖ نه آهي،
ڪَمتَرِ ڪا ڪاهـٖي، پَهُچي هِنَ پَٽَيءَ کي.",Shah Abdul Latif Bhitai
"رُڃُنِ ۾ رَڙِ ٿِي، ڪَرَ ڪووَلَ جِي ڪُوڪَ،
وَلوَلو ۽ وُوڪَ، اِيءَ تان آههَ عِشقَ جِي.",Shah Abdul Latif Bhitai
"رُڃُنِ ۾ رَڙِ ٿِي، ڪَرَ چَتُونءَ جِي چانگارَ،
اِيءَ عِشقَ جِي اُٻَڪارَ، نَعرو آهي نينهن جو.",Shah Abdul Latif Bhitai
"رُڃُنِ ۾ رَڙِ ٿِي، ڪَرَ ڪُرَڪي ڪُونجَ،
نَعرو مَنجِهه نِڪُونجَ، اِيءَ تان آهَ عِشقُ جِي.",Shah Abdul Latif Bhitai
"رُڃُنِ ۾ رَڙِ ٿِي، ڪَرَ ڪُرَڪي ڪُونجَ،
نَعرو مَنجِهه نِڪُونجَ، اِيءَ تان آهَ عِشقُ جِي.",Shah Abdul Latif Bhitai
"رُڃُنِ ۾ رَڙِ ٿِي، ڪرَ سارَنگِيءَ سازُ،
اِيءُ عِشقُ جو آوازُ، ماڙهُو رَکَنِ مُنڌ تي.",Shah Abdul Latif Bhitai
"ڏاگَهنِ، ڏيرَن، ڏُونگَرَنِ، ٽنهي ڏِنَمِ ڏُکَ،
سي سَڀ ڀانَيَمِ سُکَ، هيڪاندِ ڪارَڻِ هوتَ جـٖي.",Shah Abdul Latif Bhitai
"وَڃي سا رات وِهاڻِي، رِيءَ پَسَڻَ پِرِيَنِ جي!
هِهَڙا اوڏا سپِرِين، تو ڪيئن نِنِڊَ رِهاڻي؟",Shah Abdul Latif Bhitai
"جَتَنِ وِڌِيَس جارِ، ناتَ هُيَسِ نِماڻِي نِڪَڻِي،
ٿِيئَڙا پاڻَ قَرارِ، مُون مَنُ گَڏيٖ گُندريٖن.",Shah Abdul Latif Bhitai
"جي ڄاڻان جَتَنِ، پوءِ پَٽاندَرُ هيتَرو،
آئُون ڪيئن مُلا تَنِ، سَرَتِيُون! سُورَ پِرائِيان؟",Shah Abdul Latif Bhitai
"ڪيچان اوري ڪيتِرِيون، مَعذُورِيُون مُيُون،
واٽُون وِيهَه ٿِيُون، ڪُهُه ڄاڻان ڪيهِيءَ وِيا.",Shah Abdul Latif Bhitai
"ڀانيُمِ جي سَرِواڻَ، ڇُلائِيندَمِ ڇَپَرين،
کانيَمِ هوند پَلاڻَ، اُٺَ گُڏايَم اُنِ جا.",Shah Abdul Latif Bhitai
"وَرَ وَراڪا وِچَ ۾، لَکين آڏا لَڪ،
هُو جي آڏا حَقَ، سي ڪَندا ڪوهُه ڪَندِيَنِ کي؟",Shah Abdul Latif Bhitai
"وارو! وَرُ وَٺِي وِيا، جابِرَ ڪَري جورُ،
بيدِي ٿِي ڀَنڀورُ، حَشَرُ ڪَري هَلِيا.",Shah Abdul Latif Bhitai
"وارو! ور وٺي ويا، ڪَري ڏيرَ ڏَمَرُ،
هاڻي ٿِيو حَشَرُ، پُنا قولَ قِيامَ جا.",Shah Abdul Latif Bhitai
"وارو! وَرُ وَٺِي وِيا، جوري سين جابِرَ،
صَبُرُ ڪيئن صابِر! اَچي عَجِيبَنِ ري.",Shah Abdul Latif Bhitai
"سَنجهي مُون نَه سَنڀالِيو، تَه ڪِي اوٺِي ڪَندا ايئن،
ڪُهِي ڪَميڻِي ڪيئن، جَڏِي راتِ جَتَنِ ڪِي!",Shah Abdul Latif Bhitai
"سَنجهي مُون نَه سَنڀالِيو، صُبُحِ سارِيَمِ سُورَ،
جَتَنِ لاءِ ضَرُورَ، گَهڻا گهارِيَمِ ڏينهڙا.",Shah Abdul Latif Bhitai
"آڌِيءَ اوءِ اُٿِي وِيا، ڪَرُ رَکِيائُون ڪيچَ،
ٻاروچاڻي پيچَ، مُنهِنجو مَنُ مُنجهائيو!",Shah Abdul Latif Bhitai
"سَسُئِي لَنگِهيو سو، مَردَ جنهن ماتُ ڪِيا،
جَبَلُ وَڏو جو، نُوڻِ مِڙوئِي نينهن کي.",Shah Abdul Latif Bhitai
"جَبَلُ ماري جَکَ، جو آڏو آرِيچَنِ کي،
توڻي لَڪَنِ لَکَ، سَڀ لَنگِهيندِيَسِ سِڪَ سين.",Shah Abdul Latif Bhitai
"جَڏِهن پيئِي ڇَٽَ، ڇَپَرِ هوتَ پُنهُونءَ جي،
پَرَهي وِيٺيُون پَٽَ، گُوندرَ لَٿا گولِين.",Shah Abdul Latif Bhitai
"جَڏِهن سُتِيُون جي، پَٿَرِ پيرَ ڊِگها ڪَري،
تَڏِهن تَنِين کي، ساٿَ سُتيئِي ڇَڏِيو.",Shah Abdul Latif Bhitai
"ڏُونگَرَ! مُون نه ڏُکوءِ، آنءُ اَڳَ ڏُکوئي آهِيان،
سارِيان ڪونَه سُکوءِ، سُورَ گَهڻييِي سَنڀَران.",Shah Abdul Latif Bhitai
"ڏُونگَرَ! ڏُکِ پَئِي، ڪِيَمِ توسين ڳالهه،
پاڻا آئُون مُئِي، سُورُ سُڻائي پرينءَ جو!",Shah Abdul Latif Bhitai
"ڏُونگَرَ! ڏُکويُون، تو ۾ اورَڻَ آئِيُون،
جي اَچَنِ ڦوڙائيون، ڏِجَنِ دِلاسا تَنِ کي.",Shah Abdul Latif Bhitai
"ڏُونگَرَ! ڏِيهاڻِي، پاڻُ مَٿان تو گهورِيان،
تو مَنجِهه رِهاڻِي، سَدا ٻاروچَنِ جِي.",Shah Abdul Latif Bhitai
"ڪي جي ڪَڍِيا پارَ، ڏُکي، ڏُونگَرَ پاڻَ ۾،
سُڻِي سا تَنوارَ، مِرُون پِيا مامِري.",Shah Abdul Latif Bhitai
"ڏُونگَرَ ڀُونييٖنِ ڪِيرَ، سَڄَڻَ ميخُون ڏُونگَرين،
هَهِڙا سيڻَ سُڌِيرَ، ڪينَ لَهندينءَ ڪي ٻِيا.",Shah Abdul Latif Bhitai
"ٻَئِي ويٺا رُونِ، ڏُکِي، ڏُونگَرُ پاڻَ ۾،
ڪنهن کي ڪِينَ چُونِ، مَنجِهنِ جو پِرِيتَڻُو.",Shah Abdul Latif Bhitai
"اَڄُ پُڻِ ويٺو روءِ، ڏُکِيءَ، ڏُونگَرُ پاڻَ ۾،
ڪوهِياريٖ جو ڪوءِ، اَچِي سُورُ اُڌَمِيو.",Shah Abdul Latif Bhitai
"مون کي ڇَڏِ مَ ڇَپَرين، هوتاڻِيءَ هِنَ هَنڌ،
توسين پُوندِيَسِ پَنڌِ، ڏِيندِيَسِ باههِ ڀَنڀورَ کي.",Shah Abdul Latif Bhitai
"مون کي ڇَڏِ مَ ڇَپَريٖن، هاتِڪ هوتاڻِي!
توهِين لَئٖي کاڻِي، ڏُکِي ڏوري ڏُونگَرين.",Shah Abdul Latif Bhitai
"مون کي ڇَڏِ مَ ڇَپَريٖن، پوءِ رَهايَسِ ’پاڻ‘،
جي ڀُلايُون ڀاڻِ، تَنِ کي رَسُ، رَسِيلا! راهَ ۾.",Shah Abdul Latif Bhitai
"پَرتَوو پُنهُونءَ جو، ڪِين ڇائِين، ڪِين اُسَ،
قرِيبِاڻِي ڪُسَ آهي ڪَر ٻَڪَرڙي.",Shah Abdul Latif Bhitai
"پَرتَوو پُنهُونءَ جو، جُهڙَ جيئن جهالا ڏي،
آئون تنهن آرِيءَ کي، وَٺِيو راهه، رُئان گَهڻُو.",Shah Abdul Latif Bhitai
"ڪنهن پَرِ رُوئان پرينءَ کي روئي نَه ڄاڻان،
مَٿي ڪِيو ڀُڻان، هَنجَنِ - هاڻا هَٿَڙا.",Shah Abdul Latif Bhitai
"ڪنهن پَرِ رُوئان پِرِينءَ کي، پارُ نَه ڄاڻان پَنڌُ،
ڪيچِيَنِ ڪارَڻِ ڪَنڌُ، نايو ٿِي نعرو هَڻان.",Shah Abdul Latif Bhitai
"ڪنهن پَرِ رَوئان پرين کي، رُوئَڻُ مون رياءُ،
بَرَنِ مَنجِهه بُڪاءُ، ٻِيءَ ڀت ٻُڌُمِ، جيڏِيُون!",Shah Abdul Latif Bhitai
"ٻيون ڏيئِي ٻَنِ کي، هَلِجِ پاسي هيڪَ،
وَرُ نه سَهي وِيڪَ، تُون ٽيڏِي! ٽِيايُون ڪَرين!",Shah Abdul Latif Bhitai
"اڃَا تُون اَواٽَ، واٽان پاسي ويسَرِي،
سُونهِين ٿيءُ سُواٽَ، ته مَنجهان دِلِ دَڳُ لَهِين.",Shah Abdul Latif Bhitai
"پاهِين، پَسِي پَٻُ، مَتان ڪا، مُنڌ ڏِييٖن،
اَڳِيان ڪَئو مَ ڪَٻُ، اِيءُ قالِي آڏو ڪيچَ کي.",Shah Abdul Latif Bhitai
"ڏاڍِي لُڪَ لَڪَنِ جِي، پَٽَنِ پوءِ پَچاءُ،
ڇَپَرَ ڪوسو واءُ، هَرِيا تو نيڻَ ڪِيا.",Shah Abdul Latif Bhitai
"لَڙُ مَ، لاڙائُو ٿِيو گُهتُون گوهِيُون ڇَڏِ،
لاهِه مَ لَڏو، لَڏِ، تَه ڳاڙهـٖي سِڄِ ڳالِهه مِڙين.",Shah Abdul Latif Bhitai
"لَڙُ مَ، لاڙائُو ٿِيو، وَرَ چُونڊِيندِي وَڃُ،
آهي اِيءُ اُهڃُ، هاڙهي هَلَندِيَنِ جو.",Shah Abdul Latif Bhitai
"اُلَهِي سِجَ اويرَ مَ ڪرِ مَعذُورِيَنِ تي،
پَسِي مَران پيرَ، ڏُونگَرَ ٻاروچَنِ جا!",Shah Abdul Latif Bhitai
"وِيو ٻاروچو نِڪَرِي، هاڻي ڪَرِيان ڪيئنءَ؟
سِجَ اُلٿـٖي سيئن، سَٽُون ڏينديَسِ سُڃَ ۾.",Shah Abdul Latif Bhitai
"ڪِين ڌَرَتَتِي، ماءِ! ڪِين ڄَرَ سَندِي سَڄَڻين،
هَلي ۽ واجهاءِ، ٻنِهي ڄيرَن وِچَ ۾.",Shah Abdul Latif Bhitai
"مَٿـٖي مَنجهان مِينهُن، پسو! پاڻِيءَ جيئن وَهي،
مُون ڀانئيو نينهن، ڄِڀِيُون سَندِيُون.",Shah Abdul Latif Bhitai
"مَنجهان منهنجي رُوحَ، جي وَڃي ساڄَنُ وِسَرِي،
تَه مَرُ لَڳِي لُوهَه، ٿَرَ-ٻاٻِيهو ٿي مَران.",Shah Abdul Latif Bhitai
"لَڳِي مُون کي لُوهَه، وِرِهَه واٽُون لائِيُون،
راضي جنهن سين رُوحَ، سو ڪوهِيارو ڪيچ وِيو.",Shah Abdul Latif Bhitai
"ٽِمَنِ نيڻَ رَتُ وَهي، چُئاڪا ڪِيو،
مُون کي ڏَنءُ ڏِيو، اَئِين ٿا وَڃو، اوٺِيا!",Shah Abdul Latif Bhitai
"امڙ وَڃِي آڻِ، چَرَخو آتَڻَ وِچَ مان،
ڪِتُيمِ جِهِين ڪاڻِ، سو ڪوهِيارو ڪيچ وِيو.",Shah Abdul Latif Bhitai
"پَهِي ڪامَ پِڃاءِ، امڙ! منهنجي آسَري،
ڏيئي ڪِين ڪَتاءِ، مون کي نينهن نِهوڙِيو.",Shah Abdul Latif Bhitai
"ڪَتَڻُ ٻَنِ ڪَپاهُه، کوءِ آتَڻُ، ٻَنِ جيڏِيُون!
ساڄَنُ منهنجو ساههُ، هاڃي مَنجِهه هَڻِي وِيو.",Shah Abdul Latif Bhitai
"آتَڻِ چُونِمِ ڪَتُ، تاڻِيان تَندُ نه نِڪَري،
پاڻان روئِي رَتُ، چَرَخو مُون چِڪَ ڪِيو.",Shah Abdul Latif Bhitai
"کوءِ هاڙهو، ٻَنِ هوتُ، کوءِ پُنهُون، ٻَنِ پِرِيتَڻُو،
مادَرِ! مُون مَوتُ، پَسَڻا پِرائِيو.",Shah Abdul Latif Bhitai
"کوءِ ٻولي، ٻَنِ ٻَروچُ، گهورِي ذاتِ جَتَنِ جِي،
مون کي چَئِي لوچُ، پيهِي وِيا ڇَپريٖن.",Shah Abdul Latif Bhitai
"جيئن جيئن تَپي ڏينهن، تيئن تيئن تاڻِيان پَنڌَ ۾،
هو آڳانجهو نينهن، ٻانڀَڻِ ٻَروچَنِ سين.",Shah Abdul Latif Bhitai
"جيئن جيئن ڇِڄـٖي راتِ، تيئن تيئن تاڻي پَنڌَ ۾،
ڀورِيءَ ٻـِي نَه تاتِ، جيڪا سا جَتَنِ جِي.",Shah Abdul Latif Bhitai
"نه ڪو ليکوئِي ٿِيو، نه ڪو تَتو ڏينهُن،
تِهان اوري نينھُن، ڇِنو آتَڻَ وارِيٖن.",Shah Abdul Latif Bhitai
